Vial,Treatment,Replicate,Age Bin,Courtship Latency,Copulation Latency,Copulation Duration,Copulation,Start Time,9:18,Temperature,23
1,LTP,1,1,9:22,,,0,Bin 2,9:23,Humidity,49
2,LTP,2,1,9:47,,,0,Bin 3,9:30,,
3,LTP,3,1,9:28,,,0,Bin 4,9:37,,
4,LTP,4,1,9:30,,,0,Finish set-up,9:46,,
5,LTS,1,1,9:31,,,0,End Time,11:18,,
6,LTS,2,1,9:54,,,0,,,,
7,LTS,3,1,10:49,,,0,,,,
8,LTS,4,1,9:26,,,0,,,,
9,LTC,1,1,10:50,,,0,,,,
10,LTC,2,1,10:42,,,0,,,,
11,LTC,3,1,,,,0,,,,
12,LTC,4,1,,,,0,,,,
13,LTP,1,2,9:25,9:35,9:56,1,,,,
14,LTP,2,2,9:29,10:04,10:24,1,,,,
15,LTP,3,2,9:31,9:56,10:21,1,,,,
16,LTP,4,2,9:58,10:01,10:27,1
17,LTS,1,2,10:14,,,0
18,LTS,2,2,9:31,10:22,10:48,1
19,LTS,3,2,9:30,10:01,10:18,1
20,LTS,4,2,9:35,,,0
21,LTC,1,2,9:33,9:59,10:16,1
22,LTC,2,2,,11:08,,0
23,LTC,3,2,9:54,10:50,11:09,1
24,LTC,4,2,9:31,10:39,10:55,1
25,LTP,1,3,9:40,9:46,10:11,1
26,LTP,2,3,9:44,10:12,10:31,1
27,LTP,3,3,,,,0
28,LTP,4,3,9:35,10:23,10:47,1
29,LTS,1,3,9:35,9:53,10:16,1
30,LTS,2,3,9:47,,,0
31,LTS,3,3,9:38,10:01,10:24,1
32,LTS,4,3,,10:33,11:01,1
33,LTC,1,3,9:38,10:32,10:58,1
34,LTC,2,3,10:19,10:22,10:44,1
35,LTC,3,3,9:44,10:00,10:24,1
36,LTC,4,3,9:39,9:50,10:15,1
37,LTP,1,4,10:13,10:24,10:42,1
38,LTP,2,4,9:48,9:49,10:11,1
39,LTP,3,4,,9:47,10:10,1
40,LTP,4,4,9:47,9:51,10:17,1
41,LTS,1,4,10:27,10:28,10:54,1
42,LTS,2,4,9:47,9:55,10:17,1
43,LTS,3,4,9:59,10:01,10:27,1
44,LTS,4,4,9:45,10:33,10:54,1
45,LTC,1,4,9:51,10:03,10:28,1
46,LTC,2,4,,,,0
47,LTC,3,4,9:58,10:01,10:26,1
48,LTC,4,4,9:49,9:54,10:17,1
