Vial,Treatment,Replicate,Age Bin,Courtship Latency,Copulation Latency,Copulation Duration,Copulation,Start Time,9:21,Temperature,22
1,LTP,1,1,9:51,,,0,Bin 2,9:26,Humidity,65
2,LTP,2,1,9:29,,,0,Bin 3,9:32,,
3,LTP,3,1,9:27,,,0,Bin 4,9:38,,
4,LTP,4,1,10:41,,,0,Finish set-up,9:46,,
5,LTS,1,1,10:26,,,0,End Time,11:30,,
6,LTS,2,1,9:30,,,0,,,,
7,LTS,3,1,10:30,,,0,,,,
8,LTS,4,1,,,,0,,,,
9,LTC,1,1,,,,0,,,,
10,LTC,2,1,10:20,,,0,,,,
11,LTC,3,1,9:42,,,0,,,,
12,LTC,4,1,10:54,,,0,,,,
13,LTP,1,2,9:38,10:07,10:30,1,,,,
14,LTP,2,2,9:37,9:56,10:21,1,,,,
15,LTP,3,2,11:22,11:24,,0,,,,
16,LTP,4,2,10:05,10:10,10:32,1
17,LTS,1,2,9:36,9:42,10:05,1
18,LTS,2,2,10:09,10:09,10:34,1
19,LTS,3,2,9:40,11:03,11:22,1
20,LTS,4,2,10:02,10:03,10:23,1
21,LTC,1,2,10:51,10:52,11:16,1
22,LTC,2,2,9:33,10:05,10:27,1
23,LTC,3,2,9:34,9:59,10:23,1
24,LTC,4,2,9:35,10:14,10:47,1
25,LTP,1,3,9:53,10:01,10:22,1
26,LTP,2,3,9:40,10:30,10:56,1
27,LTP,3,3,10:02,10:41,10:59,1
28,LTP,4,3,9:39,10:00,10:21,1
29,LTS,1,3,10:28,10:29,10:55,1
30,LTS,2,3,10:54,10:55,11:30,1
31,LTS,3,3,9:47,,,0
32,LTS,4,3,,,,0
33,LTC,1,3,9:43,10:19,10:47,1
34,LTC,2,3,,9:53,10:19,1
35,LTC,3,3,,,,0
36,LTC,4,3,9:43,9:50,10:15,1
37,LTP,1,4,10:46,10:47,11:23,1
38,LTP,2,4,9:45,10:41,11:14,1
39,LTP,3,4,9:59,10:06,10:32,1
40,LTP,4,4,9:43,9:58,10:19,1
41,LTS,1,4,9:51,9:59,10:23,1
42,LTS,2,4,9:47,9:59,10:22,1
43,LTS,3,4,9:52,10:35,11:01,1
44,LTS,4,4,9:52,9:58,10:22,1
45,LTC,1,4,9:47,9:54,10:19,1
46,LTC,2,4,9:51,9:59,10:26,1
47,LTC,3,4,10:01,10:39,11:05,1
48,LTC,4,4,9:54,9:58,10:27,1
