Vial,Treatment,Replicate,Age Bin,Courtship Latency,Copulation Latency,Copulation Duration,copulation,Start Time,9:19,Temperature,22
1,LTP,1,1,10:08,,,0,Bin 2,9:33,Humidity,72
2,LTP,2,1,9:25,,,0,Bin 3,9:44,,
3,LTP,3,1,9:28,9:58,10:20,1,Bin 4,9:50,,
4,LTP,4,1,9:27,,,0,Finish set-up,9:56,,
5,LTS,1,1,9:27,,,0,End Time,11:36,,
6,LTS,2,1,10:07,,,0,,,,
7,LTS,3,1,9:26,,,0,,,,
8,LTS,4,1,9:46,10:22,10:41,1,,,,
9,LTC,1,1,9:27,11:29,,0,,,,
10,LTC,2,1,9:40,10:16,10:41,1,,,,
11,LTC,3,1,9:25,10:56,11:10,1,,,,
12,LTC,4,1,,,,0,,,,
13,LTP,1,2,10:02,10:07,10:39,1,,,,
14,LTP,2,2,9:42,10:02,10:25,1,,,,
15,LTP,3,2,,10:05,10:26,1,,,,
16,LTP,4,2,9:41,10:13,10:39,1
17,LTS,1,2,9:42,,,0
18,LTS,2,2,10:24,10:35,10:57,1
19,LTS,3,2,10:14,,,0
20,LTS,4,2,10:09,10:10,10:34,1
21,LTC,1,2,9:44,10:49,11:11,1
22,LTC,2,2,9:55,10:01,10:25,1
23,LTC,3,2,9:48,11:23,,0
24,LTC,4,2,10:19,10:39,11:01,1
25,LTP,1,3,9:48,9:59,10:20,1
26,LTP,2,3,9:51,10:34,10:59,1
27,LTP,3,3,9:57,10:05,10:39,1
28,LTP,4,3,,10:26,10:54,1
29,LTS,1,3,,11:16,11:36,1
30,LTS,2,3,10:49,11:09,11:33,1
31,LTS,3,3,9:56,10:09,10:39,1
32,LTS,4,3,,,,0
33,LTC,1,3,,10:59,11:21,1
34,LTC,2,3,9:56,10:04,10:29,1
35,LTC,3,3,9:52,9:59,10:24,1
36,LTC,4,3,,10:17,10:44,1
37,LTP,1,4,9:54,10:02,10:28,1
38,LTP,2,4,9:58,10:08,10:43,1
39,LTP,3,4,9:53,10:01,10:25,1
40,LTP,4,4,10:08,10:10,10:34,1
41,LTS,1,4,10:21,11:01,11:33,1
42,LTS,2,4,9:59,10:06,10:41,1
43,LTS,3,4,,10:01,10:24,1
44,LTS,4,4,10:02,10:03,10:24,1
45,LTC,1,4,10:05,10:40,10:58,1
46,LTC,2,4,x,x,x,
47,LTC,3,4,10:00,10:40,11:09,1
48,LTC,4,4,10:28,10:33,10:58,1
