Vial,Treatment,Rep,Age Bin,Courtship Latency,Copulation Latency,Copulation Duration,Copulation,7/15/14,
1,LTP,1,1,10:06:00,,,0,Start Time,9:08
2,LTP,2,1,9:51,10:51,11:20,1,Bin 2,9:14
3,LTP,3,1,9:35,10:28,10:49,1,Bin 3,9:20
4,LTP,4,1,9:35,,,0,Bin 4,
5,LTS,1,1,10:03,11:22,,0,Finish set-up,
6,LTS,2,1,9:16,10:26,10:47,1,End Time,11:25
7,LTS,3,1,,,,0,,
8,LTS,4,1,9:14,9:44,10:15,1,Temperature,22
9,LTC,1,1,9:18,,,0,Humidity,65
10,LTC,2,1,9:21,,,0,,
11,LTC,3,1,9:23,,,0,,
12,LTC,4,1,9:24,,,0,,
13,LTP,1,2,9:59,10:58,11:20,1,,
14,LTP,2,2,,11:17,,0,,
15,LTP,3,2,9:24,9:53,10:19,1,,
16,LTP,4,2,9:33,9:41,10:03,1
17,LTS,1,2,9:24,9:44,10:07,1
18,LTS,2,2,9:29,10:38,11:07,1
19,LTS,3,2,9:57,10:15,10:37,1
20,LTS,4,2,9:30,9:44,10:06,1
21,LTC,1,2,9:32,9:34,10:02,1
22,LTC,2,2,9:54,10:29,10:56,1
23,LTC,3,2,9:30,9:50,10:10,1
24,LTC,4,2,9:22,,,0
25,LTP,1,3,9:47,9:59,10:19,1
26,LTP,2,3,9:25,9:32,9:46,1
27,LTP,3,3,11:16,11:25,,0
28,LTP,4,3,9:29,9:31,10:05,1
29,LTS,1,3,9:23,9:26,9:55,1
30,LTS,2,3,9:28,9:35,10:02,1
31,LTS,3,3,,9:58,10:26,1
32,LTS,4,3,9:38,9:44,10:13,1
33,LTC,1,3,9:30,,,0
34,LTC,2,3,9:52,9:56,10:15,1
35,LTC,3,3,10:01,10:10,10:32,1
36,LTC,4,3,,9:48,10:08,1
37,LTP,1,4,10:35,10:35,11:15,1
39,LTP,3,4,9:53,9:54,10:24,1
40,LTP,4,4,9:41,10:59,11:29,1
41,LTS,1,4,,9:45,10:14,1
42,LTS,2,4,10:12,10:23,10:47,1
43,LTS,3,4,9:36,9:47,10:09,1
44,LTS,4,4,9:43,9:46,10:03,1
45,LTC,1,4,,11:11,,0
46,LTC,2,4,9:35,9:50,10:11,1
47,LTC,3,4,9:40,10:13,10:35,1
48,LTC,4,4,9:44,9:48,10:13,1
